Region,area,bedrooms,name,price,url,where,Latitude,Longtitude,City
sfc,,1,Beautiful Renovated 1BR 1BA In-Law Unit,1695,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-renovated-1br/6855981903.html,sunset / parkside,37.7593,-122.4836,daly city
sfc,400ft2,1,SF Studio Apt Available NOW thru Sat 4/13,100,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-sf-studio-apt-available/6855460515.html,lower pac hts,37.784355,-122.432914,san francisco
sfc,500ft2,0,Spacious Studio Top Floor Garden View,2200,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-studio-top-floor/6858409584.html,nob hill,37.793282,-122.420297,san francisco
sfc,,0,Studio can save you money We pay utilities,1700,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-studio-can-save-you-money/6852763840.html,sunset / parkside,37.7593,-122.4836,daly city
sfc,300ft2,4,Sunshine room close to UCSF,1200,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-sunshine-room-close-to/6853755551.html,inner sunset / UCSF,37.755247,-122.461449,san francisco
sfc,450ft2,0,"23rd and Valencia, upper back studio/loft",2995,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-23rd-and-valencia-upper/6858407046.html,mission district,37.754158,-122.420855,san francisco
sfc,475ft2,0,"Spacious studio! hardwood floors, walk in closet, tour today!",3010,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-studio-hardwood/6858406003.html,lower pac hts,37.78518,-122.435781,san francisco
sfc,416ft2,0,Powell & Pine/Flex Lease Terms!/Pets Ok/ $0 Deposit Special!,3295,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-powell-pine-flex-lease/6855111882.html,nob hill,37.790836,-122.408925,san francisco
sfc,,0,Post & Hyde/Pets Ok/Available Now!Pay $0 Deposit/Flex Lease Terms!,2495,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-post-hyde-pets-ok/6855112087.html,downtown / civic / van ness,37.787326,-122.416002,san francisco
sfc,,1,Franklin & Ellis St/Pets Ok/$0 Move In Special/Flexible Lease Terms!,3395,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-franklin-ellis-st-pets-ok/6855123125.html,downtown / civic / van ness,37.78317,-122.422562,san francisco
sfc,,1,Bush & Taylor/Flex Lease Terms/Pets Ok/Close to DwnTwn!Pay $0 Deposit!,3195,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bush-taylor-flex-lease/6855123434.html,lower nob hill,37.789641,-122.412851,san francisco
sfc,,0,Pine & Powell/Flex Lease Terms/Pets Ok/TOP FL!$95 Move In Special!,2595,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pine-powell-flex-lease/6855123674.html,nob hill,37.791038,-122.409379,san francisco
sfc,560ft2,0,Pine & Stockton/Flex Lease Terms/Great Location/$95 Move In Special!,3295,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pine-stockton-flex-lease/6855125156.html,nob hill,37.791365,-122.406792,san francisco
sfc,940ft2,2,Vibrant Townhome in the Heart of Soma!,3789,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-vibrant-townhome-in-the/6858405269.html,SOMA / south beach,37.780265,-122.403387,san francisco
sfc,306ft2,0,Leavenworth & Clay/Pets Ok/Flex Lease Terms!Pay $0 Deposit!,2095,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-leavenworth-clay-pets-ok/6855111506.html,nob hill,37.793014,-122.416113,san francisco
sfc,,3,Rooms available in the SUNSET!,2500,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-rooms-available-in-the/6858404777.html,inner sunset / UCSF,37.752244,-122.487645,daly city
sfc,,3,Rooms available in the SUNSET!,2500,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-rooms-available-in-the/6858404711.html,inner sunset / UCSF,37.752244,-122.487645,daly city
sfc,1050ft2,2,Comfort & Convenance- Happiness-Muni/ walk to Bart/ Hwy 280/101,3100,https://sfbay.craigslist.org/sfc/apa/d/comfort-convenance-happiness-muni-walk/6853418661.html,glen park,37.734857,-122.439934,daly city
sfc,392ft2,0,Gough & Bush/Available Now!$0 Deposit Special/Flex Leases!,2695,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-gough-bush-available-now0/6858404239.html,lower pac hts,37.787631,-122.425148,san francisco
sfc,651ft2,1,Cozy 1 Bedroom-Additional Savings!,3212,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-cozy-1-bedroom-additional/6858403752.html,SOMA / south beach,37.780265,-122.403387,san francisco
sfc,,1,"Chef's Delight Kitchen, Beautifully Furnished.",2875,https://sfbay.craigslist.org/sfc/apa/d/chefs-delight-kitchen-beautifully/6858403525.html,bernal heights,37.742808,-122.418416,san francisco
sfc,725ft2,1,The home you deserve,3730,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-the-home-you-deserve/6858403502.html,SOMA / south beach,37.783672,-122.397699,san francisco
sfc,,1,Look No Further! Fully-Furnished Private room in Downtown SF. All New,1750,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-look-no-further-fully/6850212663.html,downtown / civic / van ness,37.785232,-122.4099,san francisco
sfc,650ft2,1,"UNIQUE 1.5 BEDROOM, MOST GARDEN BAYVIEW LOCALE",2400,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-unique-15-bedroom-most/6856257780.html,bayview,37.736729,-122.394093,san francisco
sfc,971ft2,2,** Amazing Community In Larkspur! 2bd. W/Vaulted Ceilings!,3445,https://sfbay.craigslist.org/sfc/apa/d/larkspur-amazing-community-in-larkspur/6858396286.html,nob hill,37.945885,-122.544764,larkspur
sfc,,0,Sutter & Hyde/Pets Ok!Flex Lease Terms! $95 Move In Special!,2595,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-sutter-hyde-pets-okflex/6855019230.html,lower nob hill,37.78807,-122.417667,san francisco
sfc,,0,Steiner & McAllister/Flex Lease Terms/Pets Ok/$95 Move In Special!,2995,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-steiner-mcallister-flex/6855019014.html,alamo square / nopa,37.77865,-122.433453,san francisco
sfc,1200ft2,3,"*Fantastic* Bright, Open Kit/LR, 2 Bath, HW floors, Renovated, 2 Prkg",3600,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fantastic-bright-open-kit/6850197181.html,bayview,37.733203,-122.392631,san francisco
sfc,567ft2,1,"Modern features and finishes, Electric oven, On-site Zipcar",3565,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-modern-features-and/6858389544.html,ingleside / SFSU / CCSF,37.723837,-122.455916,daly city
sfc,767ft2,1,"Large walk-in closets, Easy commute to Silicon Valley, Electric oven",3595,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-walk-in-closets/6858388171.html,ingleside / SFSU / CCSF,37.723837,-122.455916,daly city
sfc,494ft2,0,"Package acceptance services, Electric oven, On-site Zipcar",3105,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-package-acceptance/6858387486.html,ingleside / SFSU / CCSF,37.723837,-122.455916,daly city
